piece_moved,material_eval,mobility,castling,attack_undefended,defended,move_dist,center_control,move_clock,group_id,move,is_best_move
2,0,38,0,0,27,2,7,8,1,f3g5,False
2,0,34,0,0,30,2,7,8,1,f3e5,False
2,0,39,0,0,27,1,7,8,1,f3h4,False
2,0,39,0,0,30,-1,7,8,1,f3d2,False
2,0,39,0,0,30,-2,7,8,1,f3g1,False
2,1,41,0,0,30,2,6,8,1,c3d5,False
2,0,39,0,9,30,2,6,8,1,c3b5,False
2,0,40,0,9,27,1,6,8,1,c3e4,False
2,0,39,0,0,31,1,6,8,1,c3a4,False
2,0,39,0,0,29,-1,6,8,1,c3e2,False
2,0,39,0,0,25,-2,6,8,1,c3b1,False
4,0,39,-1,0,35,0,7,8,1,h1g1,False
3,0,39,0,0,29,2,7,8,1,f1d3,False
3,0,39,0,0,29,1,7,8,1,f1e2,False
6,0,39,-2,0,29,1,7,8,1,e1e2,False
6,0,39,-2,0,29,1,7,8,1,e1d2,False
5,0,38,0,0,25,3,7,8,1,d1a4,True
5,0,39,0,0,25,2,7,8,1,d1d3,False
5,0,39,0,0,26,2,7,8,1,d1b3,False
5,0,39,0,0,26,1,7,8,1,d1e2,False
5,0,39,0,0,26,1,7,8,1,d1d2,False
5,0,39,0,0,17,1,7,8,1,d1c2,False
5,0,39,0,0,31,0,7,8,1,d1c1,False
5,0,39,0,0,31,0,7,8,1,d1b1,False
4,0,39,-1,0,30,0,7,8,1,a1c1,False
4,0,39,-1,0,31,0,7,8,1,a1b1,False
1,1,42,0,0,30,1,7,8,1,c4d5,False
1,0,36,0,9,30,1,7,8,1,c4c5,False
1,0,40,0,0,30,1,7,8,1,e3e4,False
1,0,39,0,0,30,1,7,8,1,h2h3,False
1,0,38,0,0,30,1,7,8,1,g2g3,False
1,0,39,0,0,28,1,7,8,1,b2b3,False
1,0,39,0,0,30,1,7,8,1,a2a3,False
1,0,39,0,0,30,2,7,8,1,h2h4,False
1,0,39,0,0,29,2,7,8,1,g2g4,False
1,0,38,0,0,27,2,7,8,1,b2b4,False
1,0,39,0,0,30,2,7,8,1,a2a4,False
5,1,9,0,18,16,2,7,9,2,a4c6,False
5,0,39,0,1,26,1,7,9,2,a4b5,False
5,1,41,0,6,16,1,7,9,2,a4a5,False
5,0,40,0,10,17,0,7,9,2,a4b4,False
5,0,40,0,1,26,-1,7,9,2,a4b3,False
5,0,40,0,9,26,-1,7,9,2,a4a3,False
5,0,40,0,0,17,-2,7,9,2,a4c2,False
5,0,40,0,0,30,-3,7,9,2,a4d1,False
2,0,37,0,0,22,2,7,9,2,f3g5,False
2,0,33,0,0,25,2,7,9,2,f3e5,False
2,0,38,0,0,22,1,7,9,2,f3h4,False
2,0,38,0,0,25,-1,7,9,2,f3d2,False
2,0,38,0,0,25,-2,7,9,2,f3g1,False
2,1,39,0,1,16,2,6,9,2,c3d5,False
2,0,39,0,9,16,2,6,9,2,c3b5,False
2,0,39,0,9,13,1,6,9,2,c3e4,False
2,0,38,0,0,16,-1,6,9,2,c3e2,False
2,0,38,0,0,17,-2,6,9,2,c3d1,False
2,0,38,0,0,16,-2,6,9,2,c3b1,False
4,0,38,-1,0,30,0,7,9,2,h1g1,False
3,0,38,0,0,21,2,7,9,2,f1d3,False
3,0,38,0,0,24,1,7,9,2,f1e2,False
6,0,38,-2,0,25,1,7,9,2,e1e2,False
6,0,38,-2,0,24,1,7,9,2,e1d2,False
6,0,38,-2,0,24,0,7,9,2,e1d1,False
4,0,38,-1,0,30,0,7,9,2,a1d1,False
4,0,38,-1,0,25,0,7,9,2,a1c1,False
4,0,38,-1,0,31,0,7,9,2,a1b1,False
6,0,38,-2,0,30,0,7,9,2,e1c1,False
1,1,40,0,0,25,1,7,9,2,c4d5,False
1,0,36,0,10,25,1,7,9,2,c4c5,True
1,0,39,0,0,25,1,7,9,2,e3e4,False
1,0,38,0,0,25,1,7,9,2,h2h3,False
1,0,37,0,0,22,1,7,9,2,g2g3,False
1,0,38,0,0,23,1,7,9,2,b2b3,False
1,0,38,0,0,25,1,7,9,2,a2a3,False
1,0,38,0,0,25,2,7,9,2,h2h4,False
1,0,38,0,0,21,2,7,9,2,g2g4,False
1,0,38,0,0,23,2,7,9,2,b2b4,False
5,1,7,0,5,16,2,6,10,3,a4c6,False
5,0,30,0,0,26,1,6,10,3,a4b5,False
5,1,31,0,5,16,1,6,10,3,a4a5,False
5,0,31,0,0,25,0,6,10,3,a4c4,False
5,0,31,0,0,17,0,6,10,3,a4b4,False
5,0,30,0,0,26,-1,6,10,3,a4b3,False
5,0,30,0,0,26,-1,6,10,3,a4a3,False
5,0,30,0,0,17,-2,6,10,3,a4c2,False
5,0,30,0,0,30,-3,6,10,3,a4d1,False
2,0,28,0,0,22,2,6,10,3,f3g5,False
2,0,27,0,0,25,2,6,10,3,f3e5,False
2,0,29,0,0,22,1,6,10,3,f3h4,False
2,0,29,0,0,25,-1,6,10,3,f3d2,False
2,0,29,0,0,25,-2,6,10,3,f3g1,False
2,1,31,0,0,13,2,4,10,3,c3d5,False
2,0,29,0,0,16,2,4,10,3,c3b5,False
2,0,30,0,0,13,1,4,10,3,c3e4,False
2,0,29,0,0,16,-1,4,10,3,c3e2,False
2,0,29,0,0,17,-2,4,10,3,c3d1,False
2,0,29,0,0,16,-2,4,10,3,c3b1,False
4,0,29,-1,0,30,0,6,10,3,h1g1,False
3,0,29,0,0,21,5,6,10,3,f1a6,False
3,0,29,0,0,24,4,6,10,3,f1b5,False
3,0,30,0,0,24,3,6,10,3,f1c4,False
3,0,29,0,0,21,2,6,10,3,f1d3,False
3,0,29,0,0,24,1,6,10,3,f1e2,False
6,0,29,-2,0,25,1,6,10,3,e1e2,False
6,0,29,-2,0,24,1,6,10,3,e1d2,False
6,0,29,-2,0,24,0,6,10,3,e1d1,False
4,0,29,-1,0,30,0,6,10,3,a1d1,False
4,0,29,-1,0,25,0,6,10,3,a1c1,False
4,0,29,-1,0,31,0,6,10,3,a1b1,False
6,0,29,-2,0,30,0,6,10,3,e1c1,False
1,1,28,0,0,24,1,6,10,3,c5b6,True
1,0,30,0,0,25,1,6,10,3,e3e4,False
1,0,29,0,0,25,1,6,10,3,h2h3,False
1,0,29,0,0,22,1,6,10,3,g2g3,False
1,0,29,0,0,23,1,6,10,3,b2b3,False
1,0,29,0,0,25,1,6,10,3,a2a3,False
1,0,29,0,0,25,2,6,10,3,h2h4,False
1,0,29,0,0,21,2,6,10,3,g2g4,False
1,0,30,0,0,23,2,6,10,3,b2b4,False
5,1,8,0,17,15,2,7,11,4,a4c6,False
5,0,34,0,9,25,1,7,11,4,a4b5,False
5,1,38,0,14,15,1,7,11,4,a4a5,False
5,0,38,0,0,24,0,7,11,4,a4c4,False
5,0,33,0,9,16,0,7,11,4,a4b4,False
5,0,36,0,9,25,-1,7,11,4,a4b3,False
5,0,34,0,0,25,-1,7,11,4,a4a3,False
5,0,37,0,0,16,-2,7,11,4,a4c2,False
5,0,37,0,0,29,-3,7,11,4,a4d1,False
2,0,34,0,0,21,2,7,11,4,f3g5,False
2,0,33,0,0,24,2,7,11,4,f3e5,False
2,0,35,0,0,21,1,7,11,4,f3h4,False
2,0,35,0,0,24,-1,7,11,4,f3d2,False
2,0,35,0,0,24,-2,7,11,4,f3g1,False
2,1,36,0,9,12,2,5,11,4,c3d5,False
2,0,34,0,0,15,2,5,11,4,c3b5,True
2,0,36,0,0,12,1,5,11,4,c3e4,False
2,0,35,0,0,15,-1,5,11,4,c3e2,False
2,0,35,0,0,16,-2,5,11,4,c3d1,False
2,0,35,0,0,15,-2,5,11,4,c3b1,False
4,0,35,-1,0,29,0,7,11,4,h1g1,False
3,0,35,0,3,20,5,7,11,4,f1a6,False
3,0,33,0,0,23,4,7,11,4,f1b5,False
3,0,36,0,0,23,3,7,11,4,f1c4,False
3,0,35,0,0,20,2,7,11,4,f1d3,False
3,0,35,0,0,23,1,7,11,4,f1e2,False
6,0,35,-2,0,24,1,7,11,4,e1e2,False
6,0,35,-2,0,23,1,7,11,4,e1d2,False
6,0,35,-2,0,23,0,7,11,4,e1d1,False
4,0,35,-1,0,29,0,7,11,4,a1d1,False
4,0,35,-1,0,24,0,7,11,4,a1c1,False
4,0,35,-1,0,30,0,7,11,4,a1b1,False
6,0,35,-2,0,29,0,7,11,4,e1c1,False
1,0,36,0,0,24,1,7,11,4,e3e4,False
1,0,35,0,0,24,1,7,11,4,h2h3,False
1,0,35,0,0,21,1,7,11,4,g2g3,False
1,0,34,0,0,22,1,7,11,4,b2b3,False
1,0,35,0,0,24,1,7,11,4,a2a3,False
1,0,35,0,0,24,2,7,11,4,h2h4,False
1,0,35,0,0,20,2,7,11,4,g2g4,False
1,0,34,0,0,22,2,7,11,4,b2b4,False
5,-2,9,0,9,22,1,6,12,5,a4b5,False
5,-2,37,0,14,12,1,5,12,5,a4a5,False
5,-3,38,0,3,21,0,6,12,5,a4c4,False
5,-3,33,0,0,13,0,5,12,5,a4b4,False
5,-3,36,0,0,22,-1,6,12,5,a4b3,False
5,-3,33,0,0,22,-1,5,12,5,a4a3,False
5,-3,36,0,3,13,-2,6,12,5,a4c2,False
5,-3,36,0,0,26,-3,5,12,5,a4d1,False
2,-3,34,0,0,9,2,6,12,5,f3g5,False
2,-3,33,0,0,12,2,5,12,5,f3e5,False
2,-3,35,0,0,9,1,5,12,5,f3h4,False
2,-3,35,0,0,12,-1,6,12,5,f3d2,False
2,-3,35,0,0,12,-2,5,12,5,f3g1,False
4,-3,35,-1,0,17,0,5,12,5,h1g1,False
3,-2,9,0,0,20,4,5,12,5,f1b5,True
3,-3,36,0,0,11,3,6,12,5,f1c4,False
3,-3,35,0,0,8,2,6,12,5,f1d3,False
3,-3,35,0,0,11,1,5,12,5,f1e2,False
6,-3,35,-2,0,12,1,5,12,5,e1e2,False
6,-3,35,-2,0,11,1,5,12,5,e1d2,False
6,-3,35,-2,0,11,0,5,12,5,e1d1,False
4,-3,35,-1,0,17,0,5,12,5,a1d1,False
4,-3,35,-1,3,12,0,5,12,5,a1c1,False
4,-3,35,-1,0,13,0,5,12,5,a1b1,False
6,-3,35,-2,0,17,0,5,12,5,e1c1,False
1,-3,36,0,0,11,1,6,12,5,e3e4,False
1,-3,35,0,0,12,1,5,12,5,h2h3,False
1,-3,35,0,0,9,1,5,12,5,g2g3,False
1,-3,35,0,0,22,1,5,12,5,b2b3,False
1,-3,35,0,0,12,1,5,12,5,a2a3,False
1,-3,35,0,0,12,2,5,12,5,h2h4,False
1,-3,35,0,0,8,2,5,12,5,g2g4,False
1,-3,36,0,0,13,2,5,12,5,b2b4,False
3,-2,35,2,0,20,3,5,13,6,b5e8,False
3,-2,35,2,3,20,2,5,13,6,b5d7,False
3,-2,34,2,5,20,1,6,13,6,b5c6,False
3,-2,35,2,3,8,1,5,13,6,b5a6,False
3,-2,36,2,0,11,-1,6,13,6,b5c4,False
3,-2,35,2,0,8,-2,6,13,6,b5d3,False
3,-2,35,2,0,11,-3,5,13,6,b5e2,False
3,-2,35,2,0,12,-4,5,13,6,b5f1,False
5,-1,34,2,14,11,1,5,13,6,a4a5,False
5,-2,34,2,3,20,0,6,13,6,a4c4,False
5,-2,4,2,0,12,0,5,13,6,a4b4,False
5,-2,33,2,0,21,-1,6,13,6,a4b3,False
5,-2,3,2,0,18,-1,5,13,6,a4a3,True
5,-2,33,2,3,9,-2,6,13,6,a4c2,False
5,-2,33,2,0,22,-3,5,13,6,a4d1,False
2,-2,31,2,0,17,2,6,13,6,f3g5,False
2,-2,31,2,0,20,2,5,13,6,f3e5,False
2,-2,32,2,0,18,1,5,13,6,f3h4,False
2,-2,32,2,0,20,-1,6,13,6,f3d2,False
2,-2,32,2,0,20,-2,5,13,6,f3g1,False
4,-2,32,1,0,26,0,5,13,6,h1g1,False
4,-2,32,1,0,25,0,5,13,6,h1f1,False
6,-2,32,0,0,30,1,5,13,6,e1e2,False
6,-2,32,0,0,29,1,5,13,6,e1d2,False
6,-2,32,0,0,21,0,5,13,6,e1f1,False
6,-2,32,0,0,19,0,5,13,6,e1d1,False
4,-2,32,1,0,25,0,5,13,6,a1d1,False
4,-2,32,1,3,20,0,5,13,6,a1c1,False
4,-2,32,1,0,21,0,5,13,6,a1b1,False
6,-2,32,0,0,31,0,5,13,6,e1g1,False
6,-2,32,0,0,30,0,5,13,6,e1c1,False
1,-2,33,2,0,19,1,6,13,6,e3e4,False
1,-2,32,2,0,20,1,5,13,6,h2h3,False
1,-2,32,2,0,18,1,5,13,6,g2g3,False
1,-2,32,2,0,21,1,5,13,6,b2b3,False
1,-2,32,2,0,20,1,5,13,6,a2a3,False
1,-2,32,2,0,20,2,5,13,6,h2h4,False
1,-2,32,2,0,17,2,5,13,6,g2g4,False
1,-2,33,2,0,21,2,5,13,6,b2b4,False
3,-2,32,2,0,18,3,5,14,7,b5e8,False
3,-2,32,2,3,18,2,5,14,7,b5d7,False
3,-2,31,2,5,18,1,6,14,7,b5c6,False
3,-2,32,2,3,18,1,5,14,7,b5a6,False
3,-2,33,2,0,18,-1,6,14,7,b5c4,False
3,-2,31,2,0,21,-1,5,14,7,b5a4,False
3,-2,32,2,0,21,-2,6,14,7,b5d3,False
3,-2,32,2,0,21,-3,5,14,7,b5e2,False
3,-2,32,2,0,22,-4,5,14,7,b5f1,False
2,-2,28,2,0,15,2,6,14,7,f3g5,False
2,-2,28,2,0,18,2,5,14,7,f3e5,False
2,-2,29,2,0,16,1,5,14,7,f3h4,False
2,-2,29,2,0,18,-1,6,14,7,f3d2,False
2,-2,29,2,0,18,-2,5,14,7,f3g1,False
5,-2,1,2,3,8,5,5,14,7,a3f8,False
5,-2,29,2,0,8,4,5,14,7,a3e7,False
5,-2,29,2,9,8,3,6,14,7,a3d6,False
5,-2,28,2,12,20,2,5,14,7,a3c5,False
5,-1,31,2,14,11,2,5,14,7,a3a5,False
5,-2,30,2,0,12,1,5,14,7,a3b4,False
5,-2,29,2,0,20,1,5,14,7,a3a4,False
5,-2,30,2,0,20,0,6,14,7,a3d3,False
5,-2,30,2,3,18,0,5,14,7,a3c3,True
5,-2,30,2,0,21,0,6,14,7,a3b3,False
4,-2,29,1,0,24,0,5,14,7,h1g1,False
4,-2,29,1,0,23,0,5,14,7,h1f1,False
6,-2,29,0,0,28,1,5,14,7,e1e2,False
6,-2,29,0,0,27,1,5,14,7,e1d2,False
6,-2,29,0,0,19,0,5,14,7,e1f1,False
6,-2,29,0,0,17,0,5,14,7,e1d1,False
4,-2,29,1,0,23,0,5,14,7,a1d1,False
4,-2,29,1,3,18,0,5,14,7,a1c1,False
4,-2,29,1,0,18,0,5,14,7,a1b1,False
6,-2,29,0,0,29,0,5,14,7,e1g1,False
6,-2,29,0,0,27,0,5,14,7,e1c1,False
1,-2,30,2,0,17,1,6,14,7,e3e4,False
1,-2,29,2,0,18,1,5,14,7,h2h3,False
1,-2,29,2,0,16,1,5,14,7,g2g3,False
1,-2,29,2,0,9,1,5,14,7,b2b3,False
1,-2,29,2,0,18,2,5,14,7,h2h4,False
1,-2,29,2,0,15,2,5,14,7,g2g4,False
1,-2,31,2,0,9,2,5,14,7,b2b4,False
3,1,32,2,0,18,2,5,15,8,b5d7,False
3,-2,33,2,5,21,1,7,15,8,b5c6,False
3,-2,34,2,0,18,1,6,15,8,b5a6,False
3,-2,35,2,0,21,-1,7,15,8,b5c4,False
3,-2,33,2,0,18,-1,6,15,8,b5a4,False
3,-2,34,2,0,21,-2,7,15,8,b5d3,False
3,-2,34,2,0,21,-3,6,15,8,b5e2,False
3,-2,34,2,0,22,-4,6,15,8,b5f1,False
2,-2,30,2,0,15,2,7,15,8,f3g5,False
2,-2,30,2,0,18,2,6,15,8,f3e5,False
2,-2,31,2,0,16,1,6,15,8,f3h4,False
2,-2,31,2,0,18,-1,7,15,8,f3d2,False
2,-2,31,2,0,18,-2,6,15,8,f3g1,False
5,1,4,2,5,8,5,6,15,8,c3c8,False
5,-2,30,2,0,8,4,6,15,8,c3c7,False
5,-2,30,2,5,20,3,7,15,8,c3c6,False
5,-2,29,2,0,20,2,6,15,8,c3c5,False
5,-1,32,2,5,11,2,6,15,8,c3a5,False
5,-2,32,2,0,20,1,7,15,8,c3c4,False
5,-2,31,2,0,12,1,6,15,8,c3b4,False
5,-2,31,2,0,20,0,7,15,8,c3d3,False
5,-2,31,2,0,21,0,7,15,8,c3b3,False
5,-2,30,2,0,18,0,6,15,8,c3a3,False
5,-2,31,2,0,18,-1,6,15,8,c3d2,False
5,-2,31,2,0,9,-1,7,15,8,c3c2,False
5,-2,31,2,0,23,-2,6,15,8,c3c1,False
4,-2,31,1,0,24,0,6,15,8,h1g1,False
4,-2,31,1,0,23,0,6,15,8,h1f1,False
6,-2,31,0,0,28,1,6,15,8,e1e2,False
6,-2,31,0,0,27,1,6,15,8,e1d2,False
6,-2,31,0,0,19,0,6,15,8,e1f1,False
6,-2,31,0,0,17,0,6,15,8,e1d1,False
4,-2,31,1,0,22,0,6,15,8,a1d1,False
4,-2,31,1,0,22,0,6,15,8,a1c1,False
4,-2,31,1,0,17,0,6,15,8,a1b1,False
6,-2,31,0,0,29,0,6,15,8,e1g1,False
6,-2,31,0,0,26,0,6,15,8,e1c1,False
1,-2,32,2,0,17,1,7,15,8,e3e4,False
1,-2,31,2,0,18,1,6,15,8,h2h3,False
1,-2,31,2,0,16,1,6,15,8,g2g3,False
1,-2,31,2,0,14,1,6,15,8,b2b3,False
1,-2,31,2,0,18,1,6,15,8,a2a3,False
1,-2,31,2,0,18,2,6,15,8,h2h4,False
1,-2,31,2,0,15,2,6,15,8,g2g4,False
1,-2,32,2,0,14,2,6,15,8,b2b4,False
1,-2,30,2,0,21,2,6,15,8,a2a4,True
3,1,33,2,0,18,2,5,16,9,b5d7,False
3,-2,35,2,0,21,1,7,16,9,b5c6,False
3,-2,36,2,0,18,1,6,16,9,b5a6,False
3,-2,37,2,0,21,-1,7,16,9,b5c4,False
3,-2,36,2,0,21,-2,7,16,9,b5d3,False
3,-2,36,2,0,21,-3,6,16,9,b5e2,False
3,-2,36,2,0,22,-4,6,16,9,b5f1,False
2,-2,32,2,0,18,2,7,16,9,f3g5,False
2,-2,32,2,0,21,2,6,16,9,f3e5,False
2,-2,33,2,0,19,1,6,16,9,f3h4,False
2,-2,33,2,0,21,-1,7,16,9,f3d2,False
2,-2,33,2,0,21,-2,6,16,9,f3g1,False
5,-2,5,2,0,11,5,6,16,9,c3c8,False
5,-2,32,2,0,11,4,6,16,9,c3c7,False
5,-2,32,2,0,20,3,7,16,9,c3c6,False
5,-2,31,2,0,20,2,6,16,9,c3c5,False
5,-1,35,2,0,11,2,6,16,9,c3a5,False
5,-2,34,2,0,20,1,7,16,9,c3c4,False
5,-2,33,2,0,12,1,6,16,9,c3b4,False
5,-2,33,2,0,20,0,7,16,9,c3d3,False
5,-2,33,2,0,12,0,7,16,9,c3b3,False
5,-2,32,2,0,26,0,6,16,9,c3a3,True
5,-2,33,2,0,21,-1,6,16,9,c3d2,False
5,-2,33,2,0,12,-1,7,16,9,c3c2,False
5,-2,33,2,0,26,-2,6,16,9,c3c1,False
4,-2,33,1,0,27,0,6,16,9,h1g1,False
4,-2,33,1,0,26,0,6,16,9,h1f1,False
6,-2,33,0,0,31,1,6,16,9,e1e2,False
6,-2,33,0,0,30,1,6,16,9,e1d2,False
6,-2,33,0,0,22,0,6,16,9,e1f1,False
6,-2,33,0,0,20,0,6,16,9,e1d1,False
4,-2,33,1,0,26,2,6,16,9,a1a3,False
4,-2,33,1,0,21,1,6,16,9,a1a2,False
4,-2,33,1,0,26,0,6,16,9,a1d1,False
4,-2,33,1,0,26,0,6,16,9,a1c1,False
4,-2,33,1,0,21,0,6,16,9,a1b1,False
6,-2,33,0,0,32,0,6,16,9,e1g1,False
6,-2,33,0,0,30,0,6,16,9,e1c1,False
1,-2,34,2,0,20,1,7,16,9,e3e4,False
1,-2,33,2,0,21,1,6,16,9,h2h3,False
1,-2,33,2,0,19,1,6,16,9,g2g3,False
1,-2,33,2,0,17,1,6,16,9,b2b3,False
1,-2,33,2,0,21,2,6,16,9,h2h4,False
1,-2,33,2,0,18,2,6,16,9,g2g4,False
1,-2,34,2,0,17,2,6,16,9,b2b4,False
3,1,37,2,0,23,2,5,17,10,b5d7,True
3,-2,34,2,0,23,1,7,17,10,b5c6,False
3,-2,40,2,0,23,1,6,17,10,b5a6,False
3,-2,38,2,0,23,-1,7,17,10,b5c4,False
3,-2,40,2,0,26,-2,7,17,10,b5d3,False
3,-2,40,2,0,26,-3,6,17,10,b5e2,False
3,-2,40,2,0,27,-4,6,17,10,b5f1,False
2,-2,36,2,0,23,2,7,17,10,f3g5,False
2,-2,36,2,0,26,2,6,17,10,f3e5,False
2,-2,37,2,0,24,1,6,17,10,f3h4,False
2,-2,37,2,0,26,-1,7,17,10,f3d2,False
2,-2,37,2,0,26,-2,6,17,10,f3g1,False
5,-2,3,2,0,11,5,6,17,10,a3f8,False
5,-2,37,2,0,11,4,6,17,10,a3e7,False
5,-2,37,2,0,11,3,7,17,10,a3d6,False
5,-2,32,2,0,20,2,6,17,10,a3c5,False
5,-2,38,2,0,12,1,6,17,10,a3b4,False
5,-2,38,2,0,20,0,7,17,10,a3d3,False
5,-2,36,2,0,21,0,6,17,10,a3c3,False
5,-2,38,2,0,12,0,7,17,10,a3b3,False
5,-2,38,2,0,26,-1,7,17,10,a3a2,False
4,-2,37,1,0,32,0,6,17,10,h1g1,False
4,-2,37,1,0,31,0,6,17,10,h1f1,False
6,-2,37,0,0,31,1,6,17,10,e1e2,False
6,-2,37,0,0,30,1,6,17,10,e1d2,False
6,-2,37,0,0,27,0,6,17,10,e1f1,False
6,-2,37,0,0,25,0,6,17,10,e1d1,False
4,-2,37,1,0,26,1,6,17,10,a1a2,False
4,-2,37,1,0,26,0,6,17,10,a1d1,False
4,-2,37,1,0,21,0,6,17,10,a1c1,False
4,-2,37,1,0,21,0,6,17,10,a1b1,False
6,-2,37,0,0,32,0,6,17,10,e1g1,False
1,-2,38,2,0,25,1,7,17,10,e3e4,False
1,-2,37,2,0,26,1,6,17,10,h2h3,False
1,-2,37,2,0,24,1,6,17,10,g2g3,False
1,-2,37,2,0,26,1,6,17,10,b2b3,False
1,-2,37,2,0,26,2,6,17,10,h2h4,False
1,-2,37,2,0,23,2,6,17,10,g2g4,False
1,-2,39,2,0,26,2,6,17,10,b2b4,False
2,-2,38,2,0,20,2,7,18,11,f3g5,False
2,-2,38,2,3,23,2,6,18,11,f3e5,True
2,-2,39,2,0,21,1,6,18,11,f3h4,False
2,-2,39,2,0,23,-1,7,18,11,f3d2,False
2,-2,39,2,0,23,-2,6,18,11,f3g1,False
5,-2,3,2,0,8,5,6,18,11,a3f8,False
5,-2,39,2,3,8,4,6,18,11,a3e7,False
5,-2,39,2,3,8,3,7,18,11,a3d6,False
5,-2,34,2,0,17,2,6,18,11,a3c5,False
5,-2,38,2,0,9,1,6,18,11,a3b4,False
5,-2,40,2,0,8,0,7,18,11,a3d3,False
5,-2,38,2,0,18,0,6,18,11,a3c3,False
5,-2,39,2,0,9,0,7,18,11,a3b3,False
5,-2,40,2,0,23,-1,7,18,11,a3a2,False
4,-2,39,1,0,29,0,6,18,11,h1g1,False
4,-2,39,1,0,28,0,6,18,11,h1f1,False
6,-2,39,0,0,28,1,6,18,11,e1e2,False
6,-2,39,0,0,27,1,6,18,11,e1d2,False
6,-2,39,0,0,24,0,6,18,11,e1f1,False
6,-2,39,0,0,22,0,6,18,11,e1d1,False
4,-2,39,1,0,23,1,6,18,11,a1a2,False
4,-2,39,1,0,23,0,6,18,11,a1d1,False
4,-2,39,1,0,18,0,6,18,11,a1c1,False
4,-2,39,1,0,18,0,6,18,11,a1b1,False
6,-2,39,0,0,29,0,6,18,11,e1g1,False
1,-2,40,2,0,22,1,7,18,11,e3e4,False
1,-2,39,2,0,23,1,6,18,11,h2h3,False
1,-2,39,2,0,21,1,6,18,11,g2g3,False
1,-2,38,2,0,23,1,6,18,11,b2b3,False
1,-2,39,2,0,23,2,6,18,11,h2h4,False
1,-2,39,2,0,20,2,6,18,11,g2g4,False
1,-2,39,2,0,23,2,6,18,11,b2b4,False
2,-1,34,2,0,20,2,5,19,12,e5f7,False
2,1,30,2,0,20,2,5,19,12,e5d7,True
2,-2,35,2,0,20,1,5,19,12,e5g6,False
2,-2,30,2,0,20,1,5,19,12,e5c6,False
2,-2,35,2,0,20,-1,5,19,12,e5g4,False
2,-2,33,2,0,20,-1,5,19,12,e5c4,False
2,-2,35,2,0,23,-2,5,19,12,e5f3,False
2,-2,35,2,0,23,-2,5,19,12,e5d3,False
5,-2,3,2,0,8,5,5,19,12,a3f8,False
5,-2,31,2,0,8,4,5,19,12,a3e7,False
5,-2,30,2,0,8,3,6,19,12,a3d6,False
5,-2,27,2,0,17,2,6,19,12,a3c5,False
5,-2,32,2,0,9,1,5,19,12,a3b4,False
5,-2,32,2,0,17,0,6,19,12,a3d3,False
5,-2,30,2,0,18,0,5,19,12,a3c3,False
5,-2,32,2,0,9,0,6,19,12,a3b3,False
5,-2,32,2,0,23,-1,6,19,12,a3a2,False
4,-2,31,1,0,23,0,5,19,12,h1g1,False
4,-2,31,1,0,27,0,5,19,12,h1f1,False
6,-2,31,0,0,28,1,5,19,12,e1e2,False
6,-2,31,0,0,27,1,5,19,12,e1d2,False
6,-2,31,0,0,24,0,5,19,12,e1f1,False
6,-2,31,0,0,22,0,5,19,12,e1d1,False
4,-2,31,1,0,23,1,5,19,12,a1a2,False
4,-2,31,1,0,23,0,5,19,12,a1d1,False
4,-2,31,1,0,18,0,5,19,12,a1c1,False
4,-2,31,1,0,18,0,5,19,12,a1b1,False
6,-2,31,0,0,29,0,5,19,12,e1g1,False
1,-2,32,2,0,21,1,5,19,12,e3e4,False
1,-2,31,2,0,23,1,5,19,12,h2h3,False
1,-2,31,2,0,24,1,5,19,12,g2g3,False
1,-2,31,2,0,23,1,6,19,12,f2f3,False
1,-2,31,2,0,23,1,5,19,12,b2b3,False
1,-2,31,2,0,23,2,5,19,12,h2h4,False
1,-2,31,2,0,24,2,5,19,12,g2g4,False
1,-2,31,2,0,23,2,5,19,12,f2f4,False
1,-2,33,2,0,23,2,5,19,12,b2b4,False
5,-2,2,2,0,5,5,4,20,13,a3f8,False
5,-2,30,2,9,5,4,4,20,13,a3e7,False
5,-2,30,2,9,5,3,5,20,13,a3d6,False
5,-2,26,2,1,14,2,5,20,13,a3c5,False
5,-2,31,2,1,6,1,4,20,13,a3b4,False
5,-2,31,2,0,5,0,5,20,13,a3d3,False
5,-2,29,2,1,15,0,4,20,13,a3c3,False
5,-2,31,2,0,6,0,5,20,13,a3b3,False
5,-2,31,2,0,20,-1,5,20,13,a3a2,False
4,-2,30,1,0,20,0,4,20,13,h1g1,False
4,-2,30,1,0,24,0,4,20,13,h1f1,False
6,-2,30,0,0,25,1,4,20,13,e1e2,False
6,-2,30,0,0,24,1,4,20,13,e1d2,False
6,-2,30,0,0,21,0,4,20,13,e1f1,False
6,-2,30,0,0,19,0,4,20,13,e1d1,False
4,-2,30,1,0,20,1,4,20,13,a1a2,False
4,-2,30,1,0,20,0,4,20,13,a1d1,False
4,-2,30,1,0,15,0,4,20,13,a1c1,False
4,-2,30,1,0,15,0,4,20,13,a1b1,False
6,-2,30,0,0,26,0,4,20,13,e1g1,False
1,-2,31,2,0,18,1,4,20,13,e3e4,True
1,-2,30,2,0,20,1,4,20,13,h2h3,False
1,-2,30,2,0,21,1,4,20,13,g2g3,False
1,-2,30,2,0,20,1,5,20,13,f2f3,False
1,-2,30,2,0,20,1,4,20,13,b2b3,False
1,-2,30,2,0,20,2,4,20,13,h2h4,False
1,-2,30,2,0,20,2,4,20,13,g2g4,False
